"Word","Length","Freq_HAL","Log_Freq_HAL"
"freshness","9","411","6.02"
"freshwater","10","988","6.90"
"Fresno","6","1339","7.20"
"fret","4","1920","7.56"
"fretted","7","215","5.37"
"fretting","8","214","5.37"
"Freud","5","1304","7.17"
"Freudian","8","633","6.45"
"Freud's","7","184","5.21"
"friar","5","244","5.50"
"friars","6","154","5.04"
"friary","6","6","1.79"
"fricassee","9","13","2.56"
"fricative","9","42","3.74"
"friction","8","2756","7.92"
"frictional","10","130","4.87"
"frictions","9","51","3.93"
"Friday","6","25773","10.16"
"Fridays","7","1038","6.95"
"Friday's","8","717","6.58"
"fridge","6","1599","7.38"
"fried","5","3167","8.06"
"Friedrich","9","1027","6.93"
"friend","6","81053","11.30"
"friendless","10","17","2.83"
"friendlier","10","447","6.10"
"friendlily","10","2","0.69"
"friendliness","12","476","6.17"
"friendly","8","17486","9.77"
"friends","7","77337","11.26"
"friend's","8","4269","8.36"
"friendship","10","6245","8.74"
"friendships","11","1156","7.05"
"fries","5","1684","7.43"
"frieze","6","37","3.61"
"friezes","7","14","2.64"
"frigate","7","587","6.38"
"fright","6","602","6.40"
"frighten","8","718","6.58"
"frightening","11","2385","7.78"
"frightful","9","164","5.10"
"frightened","10","2547","7.84"
"frighteningly","13","255","5.54"
"frightfully","11","78","4.36"
"frigid","6","297","5.69"
"frigidity","9","19","2.94"
"frills","6","371","5.92"
"frilly","6","194","5.27"
"fringe","6","2335","7.76"
"fringed","7","54","3.99"
"Frisbee","7","647","6.47"
"frisk","5","254","5.54"
"frisky","6","123","4.81"
"fritter","7","77","4.34"
"fritters","8","71","4.26"
"frivolity","9","77","4.34"
"frivolous","9","943","6.85"
"frizz","5","38","3.64"
"frizzled","8","9","2.20"
"frizzling","9","1","0.00"
"frizzy","6","68","4.22"
"frock","5","81","4.39"
"frog","4","3126","8.05"
"froggy","6","212","5.36"
"frogman","7","47","3.85"
"frogs","5","1542","7.34"
"frolic","6","175","5.16"
"frolicking","10","136","4.91"
"frolics","7","28","3.33"
"frolicsome","10","13","2.56"
"from","4","1894943","14.45"
"frond","5","60","4.09"
"front","5","77889","11.26"
"frontage","8","186","5.23"
"frontal","7","1147","7.04"
"fronted","7","172","5.15"
"frontier","8","4646","8.44"
"frontiers","9","1318","7.18"
"frontiersman","12","10","2.30"
"frontiersmen","12","23","3.14"
"fronts","6","1141","7.04"
"frost","5","6050","8.71"
"frostbite","9","336","5.82"
"frosted","7","326","5.79"
"frosting","8","374","5.92"
"frosts","6","56","4.03"
"frost's","7","86","4.45"
"frosty","6","349","5.86"
"froth","5","407","6.01"
"frothier","8","2","0.69"
"fleeting","8","470","6.15"
"fleets","6","668","6.50"
"fleet's","7","71","4.26"
"Flemish","7","349","5.86"
"flesh","5","11266","9.33"
"fleshy","6","488","6.19"
"flew","4","4963","8.51"
"flex","4","2762","7.92"
"flexed","6","391","5.97"
"flexibility","11","6507","8.78"
"flexible","8","9484","9.16"
"flick","5","2252","7.72"
"flicked","7","445","6.10"
"flicker","7","1600","7.38"
"flickered","9","180","5.19"
"flicking","8","469","6.15"
"flicks","6","702","6.55"
"flier","5","552","6.31"
"flies","5","5157","8.55"
"flight","6","30145","10.31"
"flights","7","5593","8.63"
"flighty","7","72","4.28"
"flimsy","6","796","6.68"
"flinch","6","356","5.87"
"flinching","9","99","4.60"
"fling","5","766","6.64"
"flint","5","1668","7.42"
"flintless","9","1","0.00"
"flintstone","10","191","5.25"
"flinty","6","6","1.79"
"flip","4","5994","8.70"
"flippant","8","281","5.64"
"flipped","7","1671","7.42"
"flipper","7","1233","7.12"
"flippers","8","359","5.88"
"flipping","8","1753","7.47"
"flips","5","939","6.84"
"flirt","5","467","6.15"
"flirtation","10","143","4.96"
"flirtatious","11","93","4.53"
"flirted","7","129","4.86"
"flit","4","155","5.04"
"flitting","8","83","4.42"
"float","5","5604","8.63"
"floated","7","829","6.72"
"floater","7","229","5.43"
"floating","8","11425","9.34"
"floats","6","1360","7.22"
"flock","5","1860","7.53"
"flocked","7","134","4.90"
"flocking","8","238","5.47"
"flocks","6","266","5.58"
"flock's","7","2","0.69"
"floe","4","489","6.19"
"floes","5","16","2.77"
"flog","4","276","5.62"
"flogged","7","258","5.55"
"flood","5","9581","9.17"
"flooded","7","2251","7.72"
"floodgate","9","58","4.06"
"flooding","8","2042","7.62"
"floodlight","10","30","3.40"
"floodlit","8","9","2.20"
"floods","6","1308","7.18"
"flood's","7","15","2.71"
"floor","5","35635","10.48"
"floorboard","10","45","3.81"
"floorboards","11","98","4.58"
"flooring","8","311","5.74"
"floors","6","2165","7.68"
"floorshow","9","19","2.94"
"floozy","6","57","4.04"
"flop","4","1545","7.34"
"flopped","7","392","5.97"
"floppy","6","27146","10.21"
"flops","5","312","5.74"
"flora","5","1378","7.23"
"floral","6","2426","7.79"
"Florence","8","1514","7.32"
"Florentine","10","153","5.03"
"floriculture","12","12","2.48"
"florid","6","55","4.01"
"Florida","7","26340","10.18"
"Florida's","9","686","6.53"
"Floridian","9","155","5.04"
"Floridians","10","51","3.93"
"florist","7","250","5.52"
"florist's","9","19","2.94"
"floss","5","1244","7.13"
"flotation","9","161","5.08"
"flotilla","8","1248","7.13"
"flotillas","9","10","2.30"
"flotsam","7","149","5.00"
"flounce","7","4","1.39"
"flounder","8","268","5.59"
"floundered","10","109","4.69"
"floundering","11","152","5.02"
"flounders","9","22","3.09"
"flour","5","4625","8.44"
"floured","7","263","5.57"
"flourish","8","924","6.83"
"flourished","10","450","6.11"
"flourishes","10","171","5.14"
"flourishing","11","298","5.70"
"flourmill","9","0","0.00"
"floury","6","7","1.95"
"flouted","7","36","3.58"
"flouting","8","54","3.99"
"flow","4","21063","9.96"
"flowchart","9","231","5.44"
"flowed","6","985","6.89"
"flower","6","6288","8.75"
"flowerbed","9","6","1.79"
"flowered","8","148","5.00"
"flowering","9","532","6.28"
"flowerless","10","1","0.00"
"flowerpot","9","48","3.87"
"flowers","7","8110","9.00"
"flower's","8","39","3.66"
"flowery","7","206","5.33"
"flowing","7","3482","8.16"
"flown","5","2271","7.73"
"flows","5","2935","7.98"
"Floyd","5","6537","8.79"
"Floyd's","7","248","5.51"
"flu","3","1522","7.33"
"flubbed","7","58","4.06"
"fluctuate","9","373","5.92"
"fluctuates","10","187","5.23"
"fluctuating","11","223","5.41"
"fluctuation","11","309","5.73"
"fluctuations","12","1086","6.99"
"flue","4","130","4.87"
"fluency","7","807","6.69"
"fluent","6","1891","7.54"
"fluently","8","363","5.89"
"fluff","5","1422","7.26"
"fluffy","6","1384","7.23"
"fluid","5","6796","8.82"
"fluidity","8","153","5.03"
"fluids","6","2092","7.65"
"fluke","5","1182","7.07"
"flume","5","76","4.33"
"flung","5","786","6.67"
"flunk","5","222","5.40"
"fluoresce","9","21","3.04"
"fluorescence","12","268","5.59"
"fluorescent","11","975","6.88"
"fluoresces","10","29","3.37"
"fluoride","8","1453","7.28"
"fluorine","8","217","5.38"
"flurried","8","1","0.00"
"flurry","6","721","6.58"
"flush","5","4223","8.35"
"flushed","7","1435","7.27"
"flushing","8","1003","6.91"
"fluster","7","6","1.79"
"flustered","9","217","5.38"
"flute","5","3491","8.16"
"fluted","6","78","4.36"
"fluting","7","17","2.83"
"flutist","7","84","4.43"
"flutter","7","334","5.81"
"fluttered","9","154","5.04"
"fluttering","10","198","5.29"
"flux","4","5580","8.63"
"fluxes","6","115","4.74"
"fly","3","29393","10.29"
"flyaway","7","40","3.69"
"flycatcher","10","18","2.89"
"flyer","5","3563","8.18"
"flyers","6","2727","7.91"
"flying","6","28484","10.26"
"Flynn","5","1750","7.47"
"Flynn's","7","34","3.53"
"flyover","7","25","3.22"
"flypaper","8","23","3.14"
"flyswatter","10","23","3.14"
"flyweight","9","29","3.37"
"flywheel","8","325","5.78"
"foal","4","263","5.57"
"foals","5","194","5.27"
"foam","4","3659","8.20"
"foamed","6","67","4.20"
"foaming","7","433","6.07"
"foams","5","139","4.93"
"foam's","6","3","1.10"
"foamy","5","147","4.99"
"focal","5","1825","7.51"
"focally","7","1","0.00"
"foci","4","174","5.16"
"focus","5","27452","10.22"
"focused","7","7024","8.86"
"focuses","7","3135","8.05"
"focusing","8","4258","8.36"
"focussed","8","848","6.74"
"fodder","6","1302","7.17"
"foe","3","1222","7.11"
"foes","4","914","6.82"
"fog","3","4787","8.47"
"fogbank","7","2","0.69"
"fogey","5","38","3.64"
"fogged","6","131","4.88"
"foggy","5","589","6.38"
"foghorn","7","135","4.91"
"foglamp","7","0","0.00"
"fogsignal","9","0","0.00"
"foible","6","177","5.18"
"foibles","7","186","5.23"
"foil","4","5405","8.60"
"foiled","6","251","5.53"
"fold","4","4906","8.50"
"foldaway","8","6","1.79"
"folded","6","2630","7.87"
"folder","6","15935","9.68"
"folders","7","4376","8.38"
"folding","7","1662","7.42"
"folds","5","1802","7.50"
"foliage","7","607","6.41"
"folio","5","732","6.60"
"folk","4","11992","9.39"
"folklike","8","3","1.10"
"folklore","8","1972","7.59"
"folklorist","10","33","3.50"
"folks","5","53604","10.89"
"folksongs","9","54","3.99"
"folksy","6","82","4.41"
"folktale","8","62","4.13"
"follicle","8","347","5.85"
"follicular","10","16","2.77"
"follies","7","304","5.72"
"follow","6","58490","10.98"
"followed","8","30823","10.34"
"follower","8","1368","7.22"
"followers","9","5256","8.57"
"following","9","235098","12.37"
"follows","7","33373","10.42"
"folly","5","1255","7.13"
"fond","4","4113","8.32"
"fonder","6","59","4.08"
"fondle","6","339","5.83"
"fondly","6","463","6.14"
"fondness","8","593","6.39"
"fondue","6","87","4.47"
"font","4","19610","9.88"
"food","4","59724","11.00"
"foodless","8","5","1.61"
"foods","5","8042","8.99"
"foodstuff","9","72","4.28"
"foodstuffs","10","305","5.72"
"fool","4","13690","9.52"
"fooled","6","2143","7.67"
"foolery","7","27","3.30"
"foolhardy","9","188","5.24"
"fooling","7","1560","7.35"
"foolish","7","5757","8.66"
"foolishly","9","579","6.36"
"foolishness","11","734","6.60"
"foolproof","9","689","6.54"
"fools","5","4853","8.49"
"foot","4","24212","10.09"
"footage","7","3664","8.21"
"football","8","17788","9.79"
"footballer's","12","0","0.00"
"footballs","9","74","4.30"
"football's","10","26","3.26"
"footbath","8","1","0.00"
"footboard","9","38","3.64"
"footbridge","10","26","3.26"
"footer","6","891","6.79"
"foothill","8","395","5.98"
"foothills","9","416","6.03"
"foothold","8","332","5.81"
"footing","7","767","6.64"
"footlight","9","114","4.74"
"footloose","9","89","4.49"
"footmark","8","0","0.00"
"footnote","8","1414","7.25"
"footpad","7","17","2.83"
"footpath","8","73","4.29"
"footprint","9","915","6.82"
"footrace","8","21","3.04"
"footsie","7","85","4.44"
"footsore","8","2","0.69"
"footstep","8","55","4.01"
"footsteps","9","1024","6.93"
"footstool","9","124","4.82"
"footsure","8","0","0.00"
"footwear","8","446","6.10"
"footwork","8","491","6.20"
"for","3","4958036","15.42"
"forage","6","298","5.70"
"forages","7","16","2.77"
"foraging","8","119","4.78"
"foray","5","324","5.78"
"forays","6","222","5.40"
"forbade","7","335","5.81"
"forbear","7","42","3.74"
"forbearance","11","114","4.74"
"forbears","8","38","3.64"
"Forbes","6","8574","9.06"
"Forbes's","8","146","4.98"
"forbid","6","2766","7.93"
"forbidden","9","5953","8.69"
"forbidding","10","804","6.69"
"forbids","7","1059","6.97"
"force","5","75365","11.23"
"forced","6","27590","10.23"
"forceful","8","675","6.51"
"forcefulness","12","25","3.22"
"forceps","7","201","5.30"
"forces","6","32985","10.40"
"force's","7","260","5.56"
"forcibly","8","1129","7.03"
"forcing","7","7386","8.91"
"ford","4","16671","9.72"
"fords","5","389","5.96"
"fore","4","1702","7.44"
"forearm","7","881","6.78"
"forearms","8","439","6.08"
"forebear","8","15","2.71"
"forebearing","11","0","0.00"
"forebears","9","159","5.07"
"forebode","8","2","0.69"
"foreboding","10","136","4.91"
"forecast","8","3069","8.03"
"forecasters","11","305","5.72"
"forecasting","11","1498","7.31"
"forecastle","10","4","1.39"
"forecasts","9","2413","7.79"
"foreclose","9","54","3.99"
"foreclosed","10","144","4.97"
"foreclosing","11","10","2.30"
"forefather","10","87","4.47"
"foreclosure","11","173","5.15"
"forefathers","11","1109","7.01"
"forefinger","10","397","5.98"
"forefingers","11","38","3.64"
"forefront","9","1095","7.00"
"forego","6","431","6.07"
"foregoing","9","746","6.61"
"foregone","8","181","5.20"
"foreground","10","1777","7.48"
"forehand","8","263","5.57"
"forehead","8","2401","7.78"
"foreheads","9","256","5.55"
"foreign","7","42189","10.65"
"foreigner","9","970","6.88"
"foreigners","10","2754","7.92"
"foreknowledge","13","134","4.90"
"foreknown","9","3","1.10"
"foreman","7","765","6.64"
"foreman's","9","55","4.01"
"foremast","8","15","2.71"
"foremost","8","2224","7.71"
"forensic","8","864","6.76"
"foreordain","10","1","0.00"
"forepaws","8","38","3.64"
"foreplay","8","493","6.20"
"forerunner","10","248","5.51"
"forerunners","11","67","4.20"
"foresaw","7","115","4.74"
"foresee","7","541","6.29"
"foreseeable","11","848","6.74"
"foreseeing","10","35","3.56"
"foreseen","8","292","5.68"
"foreshadow","10","63","4.14"
"foresight","9","661","6.49"
"foreskin","8","2844","7.95"
"forest","6","17098","9.75"
"forester","8","338","5.82"
"forestry","8","1252","7.13"
"forests","7","3615","8.19"
"foretell","8","80","4.38"
"forethought","11","1755","7.47"
"forever","7","20701","9.94"
"forewarn","8","25","3.22"
"foreword","8","548","6.31"
"forfeit","7","728","6.59"
"forfeited","9","448","6.10"
"forfeiture","10","580","6.36"
"forgave","7","227","5.42"
"forge","5","3719","8.22"
"forged","6","2842","7.95"
"forgeries","9","771","6.65"
"forgery","7","2042","7.62"
"forget","6","43510","10.68"
"forgetful","9","183","5.21"
"forgetfulness","13","110","4.70"
"forgetting","10","3318","8.11"
"forging","7","1045","6.95"
"fiasco","6","1354","7.21"
"Fiat","4","1069","6.97"
"Fiats","5","48","3.87"
"fib","3","209","5.34"
"fiber","5","5832","8.67"
"fibers","6","2049","7.63"
"fibrosis","8","218","5.38"
"fibrous","7","218","5.38"
"fibula","6","18","2.89"
"fickle","6","291","5.67"
"fickleness","10","21","3.04"
"fiction","7","19200","9.86"
"fictional","9","2442","7.80"
"fictionalize","12","12","2.48"
"fictitious","10","780","6.66"
"fictive","7","44","3.78"
"fiddle","6","2076","7.64"
"fiddler","7","438","6.08"
"fiddles","7","148","5.00"
"fiddlesticks","12","12","2.48"
"fiddling","8","1115","7.02"
"Fidel","5","1171","7.07"
"fidelity","8","2662","7.89"
"fidget","6","107","4.67"
"fidgety","7","63","4.14"
"fief","4","61","4.11"
"fiefdom","7","115","4.74"
"field","5","79920","11.29"
"fielded","7","358","5.88"
"fielder","7","708","6.56"
"fielders","8","109","4.69"
"fielder's","9","44","3.78"
"fielding","8","962","6.87"
"fieldmice","9","3","1.10"
"fieldmouse","10","0","0.00"
"fields","6","25419","10.14"
"field's","7","234","5.46"
"fieldsman","9","140","4.94"
"fieldwork","9","99","4.60"
"fiend","5","1082","6.99"
"fiendish","8","224","5.41"
"fierce","6","2397","7.78"
"fiercely","8","585","6.37"
"fierceness","10","38","3.64"
"fiercest","8","70","4.25"
"fiery","5","1445","7.28"
"fiesta","6","616","6.42"
"fife","4","543","6.30"
"fifteen","7","5062","8.53"
"fifteenth","9","334","5.81"
"fifth","5","8863","9.09"
"fifties","7","1016","6.92"
"fiftieth","8","98","4.58"
"fifty","5","4889","8.49"
"fig","3","1887","7.54"
"Figaro","6","365","5.90"
"fight","5","40281","10.60"
"fighter","7","13334","9.50"
"fighters","8","7728","8.95"
"fighting","8","25177","10.13"
"fights","6","4158","8.33"
"figment","7","552","6.31"
"figs","4","807","6.69"
"figural","7","133","4.89"
"figurative","10","246","5.51"
"figure","6","56510","10.94"
"figured","7","16686","9.72"
"figures","7","25416","10.14"
"figurehead","10","112","4.72"
"figurine","8","215","5.37"
"figurines","9","416","6.03"
"figuring","8","3067","8.03"
"Fiji","4","442","6.09"
"filament","8","679","6.52"
"filaments","9","297","5.69"
"filbert","7","68","4.22"
"filberts","8","19","2.94"
"filched","7","16","2.77"
"file","4","311710","12.65"
"filed","5","7322","8.90"
"files","5","189348","12.15"
"filets","6","39","3.66"
"filial","6","123","4.81"
"filibuster","10","123","4.81"
"filibusters","11","21","3.04"
"filigree","8","34","3.53"
"filing","6","4120","8.32"
"Filipino","8","1483","7.30"
"Filipinos","9","718","6.58"
"fill","4","26443","10.18"
"fille","5","239","5.48"
"filled","6","18920","9.85"
"filler","6","1652","7.41"
"fillet","6","203","5.31"
"fillies","7","21","3.04"
"filling","7","7130","8.87"
"fillings","8","480","6.17"
"fills","5","2749","7.92"
"filly","5","260","5.56"
"film","4","52691","10.87"
"filmdom","7","3","1.10"
"filmed","6","2569","7.85"
"filming","7","1752","7.47"
"films","5","17142","9.75"
"film's","6","589","6.38"
"filmstrip","9","31","3.43"
"filmstrips","10","15","2.71"
"filmy","5","70","4.25"
"filter","6","17869","9.79"
"filtered","8","1536","7.34"
"filtering","9","3078","8.03"
"filters","7","7435","8.91"
"filth","5","1032","6.94"
"filthy","6","3126","8.05"
"filtrate","8","21","3.04"
"filtration","10","1099","7.00"
"fin","3","3677","8.21"
"final","5","49025","10.80"
"finale","6","1933","7.57"
"finalist","8","512","6.24"
"finalists","9","290","5.67"
"finality","8","137","4.92"
"finalize","8","289","5.67"
"finally","7","70037","11.16"
"finals","6","3386","8.13"
"finance","7","13752","9.53"
"financed","8","1494","7.31"
"finances","8","1663","7.42"
"financial","9","38129","10.55"
"financier","9","189","5.24"
"financing","9","2778","7.93"
"finch","5","1265","7.14"
"financially","11","3550","8.17"
"find","4","378725","12.84"
